onset_qL,measure,label,root_pc,size
0.0,134,E (minor triad),4,3
1.0,134,G (incomplete major-seventh chord),7,3
1.5,134,G (Major Third with octave doublings),7,2
2.0,134,F# (minor triad),6,3
3.0,134,C# (enharmonic equivalent to diminished triad),1,3
0.0,135,B (Minor Tenth),11,2
1.0,135,E (Perfect Eleventh),4,2
2.0,135,A (major triad),9,3
3.0,135,D (Major Third with octave doublings),2,2
0.0,136,D (major triad),2,3
0.5,136,F# (Major Sixth with octave doublings),6,2
1.0,136,D (major triad),2,3
2.0,136,C (quartal trichord),0,3
2.5,136,C (major triad),0,3
3.0,136,F# (diminished triad),6,3
0.0,137,B (incomplete dominant-seventh chord),11,3
0.5,137,B (incomplete minor-seventh chord),11,3
1.0,137,E (minor triad),4,3
1.5,137,C# (diminished triad),1,3
2.0,137,D (Major Seventeenth),2,2
2.5,137,D (major triad),2,3
3.0,137,E (minor triad),4,3
3.5,137,C# (diminished triad),1,3
0.0,138,G (Perfect Twelfth),7,2
0.5,138,G (major triad),7,3
1.0,138,D (major triad),2,3
1.5,138,E (incomplete minor-seventh chord),4,3
2.0,138,D (whole-tone trichord),2,3
2.5,138,C# (Minor Third with octave doublings),1,2
3.0,138,B (minor triad),11,3
3.5,138,F# (minor triad),6,3
0.0,139,E (minor triad),4,3
1.0,139,A (quartal trichord),9,3
1.5,139,D (incomplete major-seventh chord),2,3
2.0,139,D (Minor Twentieth),2,2
2.25,139,D (Minor Twentieth),2,2
2.5,139,G (major-second major tetrachord),7,4
3.0,139,B (minor seventh chord),11,4
3.5,139,C# (minor-second diminished tetrachord),1,4
0.0,140,D (major triad),2,3
1.0,140,D (major triad),2,3
2.0,140,E (incomplete minor-seventh chord),4,3
3.0,140,D (major triad),2,3
0.0,141,B (incomplete minor-seventh chord),11,3
1.0,141,G (major triad),7,3
1.5,141,C# (minor-second diminished tetrachord),1,4
2.0,141,D (Major Third with octave doublings),2,2
2.5,141,D (Major Third with octave doublings),2,2
3.0,141,E (minor seventh chord),4,4
3.5,141,C# (minor-second diminished tetrachord),1,4
0.0,142,G (quartal trichord),7,3
1.0,142,D (major triad),2,3
2.0,142,A (major triad),9,3
3.0,142,B (minor seventh chord),11,4
0.0,143,D (major triad),2,3
1.0,143,F# (minor seventh chord),6,4
1.5,143,A (major triad),9,3
2.0,143,A (major-second major tetrachord),9,4
2.5,143,E (minor triad),4,3
3.0,143,F# (incomplete minor-seventh chord),6,3
3.5,143,A (incomplete dominant-seventh chord),9,3
0.0,144,D (major triad),2,3
1.0,144,D (major triad),2,3
2.0,144,E (incomplete minor-seventh chord),4,3
3.0,144,D (major triad),2,3
0.0,145,B (incomplete minor-seventh chord),11,3
1.0,145,G (major triad),7,3
1.5,145,C# (minor-second diminished tetrachord),1,4
2.0,145,D (Major Third with octave doublings),2,2
2.5,145,D (major triad),2,3
3.0,145,E (minor seventh chord),4,4
3.5,145,C# (minor-second diminished tetrachord),1,4
0.0,146,G (Perfect Fourth with octave doublings),7,2
0.5,146,C# (minor-second diminished tetrachord),1,4
1.0,146,B (minor triad),11,3
1.5,146,A (perfect-fourth major tetrachord),9,4
2.0,146,E (minor seventh chord),4,4
2.5,146,F# (minor seventh chord),6,4
3.0,146,E (major-second minor tetrachord),4,4
3.5,146,D (major triad),2,3
0.0,147,E (quartal tetramirror),4,4
0.5,147,A (dominant seventh chord),9,4
1.0,147,A (incomplete dominant-seventh chord),9,3
1.5,147,D (major triad),2,3
2.0,147,D (Major Third with octave doublings),2,2
2.25,147,D (Major Third with octave doublings),2,2
2.5,147,D (Major Third with octave doublings),2,2
3.0,147,D (major-second major tetrachord),2,4
3.5,147,D (major triad),2,3
0.0,148,A (dominant seventh chord),9,4
1.0,148,A (incomplete dominant-seventh chord),9,3
2.0,148,D (major triad),2,3
3.0,148,B (incomplete minor-seventh chord),11,3
0.0,149,A (dominant seventh chord),9,4
1.0,149,F# (minor triad),6,3
1.5,149,A (dominant seventh chord),9,4
2.0,149,D (major triad),2,3
3.0,149,E (quartal tetramirror),4,4
3.5,149,D (major triad),2,3
0.0,150,E (perfect-fourth minor tetrachord),4,4
0.5,150,A (dominant seventh chord),9,4
1.0,150,D (perfect-fourth major tetrachord),2,4
1.5,150,A (incomplete dominant-seventh chord),9,3
2.0,150,D (major triad),2,3
2.5,150,D (major triad),2,3
3.0,150,C# (enharmonic to dominant seventh chord),1,4
3.5,150,C# (enharmonic to dominant seventh chord),1,4
0.0,151,B (Minor Third with octave doublings),11,2
0.5,151,B (Minor Third with octave doublings),11,2
1.0,151,C# (diminished seventh chord),1,4
1.5,151,C# (diminished seventh chord),1,4
2.0,151,A (incomplete dominant-seventh chord),9,3
2.5,151,A (dominant seventh chord),9,4
3.0,151,D (major triad),2,3
3.5,151,E (lydian tetrachord),4,4
0.0,152,D (major triad),2,3
1.0,152,D (major triad),2,3
2.0,152,C (major-second major tetrachord),0,4
3.0,152,D (dominant seventh chord),2,4
0.0,153,B (incomplete minor-seventh chord),11,3
1.0,153,E (minor seventh chord),4,4
1.5,153,C# (minor-second diminished tetrachord),1,4
2.0,153,D (major triad),2,3
3.0,153,E (minor seventh chord),4,4
3.5,153,C# (minor-second diminished tetrachord),1,4
0.0,154,G (Perfect Fourth with octave doublings),7,2
0.5,154,G (quartal trichord),7,3
1.0,154,B (minor triad),11,3
1.5,154,A (perfect-fourth major tetrachord),9,4
2.0,154,E (minor seventh chord),4,4
2.5,154,F# (minor seventh chord),6,4
3.0,154,E (major-second minor tetrachord),4,4
3.5,154,D (major triad),2,3
0.0,155,E (quartal tetramirror),4,4
0.5,155,A (dominant seventh chord),9,4
1.0,155,A (incomplete dominant-seventh chord),9,3
1.5,155,D (major triad),2,3
2.0,155,D (Major Third with octave doublings),2,2
2.25,155,D (Major Third with octave doublings),2,2
2.5,155,D (Major Third with octave doublings),2,2
3.0,155,D (major-second major tetrachord),2,4
3.5,155,D (major triad),2,3
0.0,156,A (dominant seventh chord),9,4
1.0,156,A (incomplete dominant-seventh chord),9,3
2.0,156,D (major triad),2,3
3.0,156,B (incomplete minor-seventh chord),11,3
0.0,157,A (dominant seventh chord),9,4
1.0,157,F# (minor triad),6,3
1.5,157,A (dominant seventh chord),9,4
2.0,157,D (major triad),2,3
3.0,157,E (quartal tetramirror),4,4
3.5,157,D (major triad),2,3
0.0,158,E (perfect-fourth minor tetrachord),4,4
0.5,158,A (dominant seventh chord),9,4
1.0,158,D (perfect-fourth major tetrachord),2,4
1.5,158,A (incomplete dominant-seventh chord),9,3
2.0,158,D (major triad),2,3
2.5,158,D (major triad),2,3
3.0,158,C# (enharmonic to dominant seventh chord),1,4
3.5,158,C# (enharmonic to dominant seventh chord),1,4
0.0,159,B (Minor Third with octave doublings),11,2
0.5,159,B (Minor Third with octave doublings),11,2
1.0,159,C# (diminished seventh chord),1,4
1.5,159,C# (diminished seventh chord),1,4
2.0,159,A (incomplete dominant-seventh chord),9,3
2.5,159,A (dominant seventh chord),9,4
3.0,159,D (major triad),2,3
3.5,159,E (lydian tetrachord),4,4
0.0,160,D (major triad),2,3
1.0,160,D (major triad),2,3
2.0,160,C (major-second major tetrachord),0,4
3.0,160,D (dominant seventh chord),2,4
0.0,161,B (incomplete minor-seventh chord),11,3
1.0,161,E (minor seventh chord),4,4
1.5,161,C# (minor-second diminished tetrachord),1,4
2.0,161,D (major triad),2,3
3.0,161,E (minor seventh chord),4,4
3.5,161,C# (minor-second diminished tetrachord),1,4
0.0,162,G (Perfect Fourth with octave doublings),7,2
0.5,162,G (quartal trichord),7,3
1.0,162,B (minor triad),11,3
1.5,162,A (perfect-fourth major tetrachord),9,4
2.0,162,E (minor seventh chord),4,4
2.5,162,F# (minor seventh chord),6,4
3.0,162,E (major-second minor tetrachord),4,4
3.5,162,D (major triad),2,3
0.0,163,E (quartal tetramirror),4,4
0.5,163,A (dominant seventh chord),9,4
1.0,163,A (incomplete dominant-seventh chord),9,3
1.5,163,D (major triad),2,3
2.0,163,D (Major Third with octave doublings),2,2
2.5,163,G (major triad),7,3
3.0,163,D (major triad),2,3
3.5,163,E (incomplete minor-seventh chord),4,3
0.0,164,D (major triad),2,3
1.0,164,D (Major Third with octave doublings),2,2
1.5,164,D (Major Third with octave doublings),2,2
2.0,164,E (incomplete minor-seventh chord),4,3
3.0,164,F# (Minor Third with octave doublings),6,2
3.5,164,D (major triad),2,3
0.0,165,F# (Major Sixth with octave doublings),6,2
1.0,165,E (Minor Third with octave doublings),4,2
1.5,165,A (incomplete dominant-seventh chord),9,3
2.0,165,D (major triad),2,3
2.75,165,A (multiple octaves),9,1
3.0,165,A (Perfect Fifth with octave doublings),9,2
3.5,165,A (Perfect Fifth with octave doublings),9,2
3.75,165,A (multiple octaves),9,1
0.0,166,D (major triad),2,3
1.0,166,D (Major Third with octave doublings),2,2
2.0,166,A (major triad),9,3
3.0,166,D (major triad),2,3
0.0,167,D (major triad),2,3
1.0,167,D (Major Third with octave doublings),2,2
1.5,167,A (major triad),9,3
2.0,167,A (major triad),9,3
3.0,167,A (major triad),9,3
0.0,168,D (Major Third with octave doublings),2,2
1.0,168,D (Major Third with octave doublings),2,2
1.5,168,D (Major Third with octave doublings),2,2
2.0,168,E (incomplete minor-seventh chord),4,3
3.0,168,F# (Minor Third with octave doublings),6,2
3.5,168,D (major triad),2,3
0.0,169,F# (Major Sixth with octave doublings),6,2
1.0,169,E (Minor Third with octave doublings),4,2
1.5,169,A (incomplete dominant-seventh chord),9,3
2.0,169,D (major triad),2,3
2.75,169,A (multiple octaves),9,1
3.0,169,A (Perfect Fifth with octave doublings),9,2
3.5,169,A (Perfect Fifth with octave doublings),9,2
3.75,169,A (multiple octaves),9,1
0.0,170,D (major triad),2,3
0.75,170,D (major triad),2,3
1.0,170,D (Major Third with octave doublings),2,2
2.0,170,A (major triad),9,3
3.0,170,D (major triad),2,3
3.75,170,D (major triad),2,3
0.0,171,A (major triad),9,3
1.0,171,A (major triad),9,3
1.5,171,D (Major Third with octave doublings),2,2
2.0,171,D (major triad),2,3
3.0,171,D (Major Third with octave doublings),2,2
0.0,172,A (major triad),9,3
1.0,172,A (major triad),9,3
1.5,172,A (major triad),9,3
2.0,172,D (major triad),2,3
3.0,172,D (major triad),2,3
0.0,173,A (major triad),9,3
1.0,173,D (Major Third with octave doublings),2,2
1.5,173,A (incomplete dominant-seventh chord),9,3
2.0,173,D (major triad),2,3
3.0,173,D (major triad),2,3
3.75,173,D (major triad),2,3
0.0,174,A (major triad),9,3
1.0,174,D (Major Third with octave doublings),2,2
1.5,174,A (incomplete dominant-seventh chord),9,3
2.0,174,B- (enharmonic equivalent to major triad),10,3
2.5,174,F# (Perfect Fifth with octave doublings),6,2
3.0,174,F# (incomplete dominant-seventh chord),6,3
3.5,174,F# (incomplete dominant-seventh chord),6,3
0.0,175,B (minor triad),11,3
0.5,175,B (minor triad),11,3
1.0,175,E (dominant seventh chord),4,4
1.5,175,E (Minor Sixth with octave doublings),4,2
2.0,175,A (Major Third with octave doublings),9,2
2.5,175,A (multiple octaves),9,1
3.0,175,D (major triad),2,3
3.5,175,D (Major Third with octave doublings),2,2
0.0,176,D (major triad),2,3
1.0,176,D (Major Third with octave doublings),2,2
1.5,176,D (Major Third with octave doublings),2,2
1.75,176,D (multiple octaves),2,1
2.0,176,E (incomplete minor-seventh chord),4,3
2.75,176,D (multiple octaves),2,1
3.0,176,F# (Minor Third with octave doublings),6,2
3.5,176,D (major triad),2,3
3.75,176,D (multiple octaves),2,1
0.0,177,F# (Major Sixth with octave doublings),6,2
1.0,177,E (Minor Third with octave doublings),4,2
1.5,177,A (incomplete dominant-seventh chord),9,3
2.0,177,D (major triad),2,3
2.75,177,A (multiple octaves),9,1
3.0,177,A (major triad),9,3
3.5,177,A (major triad),9,3
3.75,177,A (multiple octaves),9,1
0.0,178,D (major triad),2,3
0.75,178,D (major triad),2,3
1.0,178,D (Major Third with octave doublings),2,2
2.0,178,A (major triad),9,3
3.0,178,D (major triad),2,3
3.75,178,D (major triad),2,3
0.0,179,A (major triad),9,3
1.0,179,A (major triad),9,3
1.5,179,D (Major Third with octave doublings),2,2
2.0,179,D (major triad),2,3
2.25,179,D (major triad),2,3
2.5,179,D (major triad),2,3
3.0,179,E (Minor Third with octave doublings),4,2
3.5,179,D (Major Third with octave doublings),2,2
0.0,180,A (major triad),9,3
1.0,180,A (major triad),9,3
1.5,180,A (major triad),9,3
2.0,180,D (major triad),2,3
3.0,180,D (major triad),2,3
0.0,181,A (major triad),9,3
1.0,181,D (Major Third with octave doublings),2,2
1.5,181,A (incomplete dominant-seventh chord),9,3
2.0,181,D (major triad),2,3
3.0,181,D (major triad),2,3
3.75,181,D (major triad),2,3
0.0,182,A (major triad),9,3
1.0,182,D (Major Third with octave doublings),2,2
1.5,182,A (incomplete dominant-seventh chord),9,3
2.0,182,B- (enharmonic equivalent to major triad),10,3
2.5,182,F# (Perfect Fifth with octave doublings),6,2
3.0,182,F# (incomplete dominant-seventh chord),6,3
3.5,182,F# (incomplete dominant-seventh chord),6,3
0.0,183,B (minor triad),11,3
0.5,183,B (minor triad),11,3
1.0,183,E (dominant seventh chord),4,4
1.5,183,E (Minor Sixth with octave doublings),4,2
2.0,183,A (Major Third with octave doublings),9,2
2.5,183,A (multiple octaves),9,1
3.0,183,D (major triad),2,3
3.5,183,D (Major Third with octave doublings),2,2
0.0,184,D (major triad),2,3
1.0,184,D (Major Third with octave doublings),2,2
1.5,184,D (Major Third with octave doublings),2,2
1.75,184,D (multiple octaves),2,1
2.0,184,E (incomplete minor-seventh chord),4,3
2.75,184,D (multiple octaves),2,1
3.0,184,F# (Minor Third with octave doublings),6,2
3.5,184,D (major triad),2,3
3.75,184,D (multiple octaves),2,1
0.0,185,F# (Major Sixth with octave doublings),6,2
1.0,185,E (Minor Third with octave doublings),4,2
1.5,185,A (incomplete dominant-seventh chord),9,3
2.0,185,D (major triad),2,3
2.75,185,A (multiple octaves),9,1
3.0,185,A (major triad),9,3
3.5,185,A (major triad),9,3
3.75,185,A (multiple octaves),9,1
0.0,186,D (major triad),2,3
1.0,186,D (Major Third with octave doublings),2,2
2.0,186,A (major triad),9,3
3.0,186,D (major triad),2,3
3.75,186,D (major triad),2,3
0.0,187,A (major triad),9,3
1.0,187,A (major triad),9,3
1.5,187,D (Major Third with octave doublings),2,2
2.0,187,D (major triad),2,3
2.25,187,D (major triad),2,3
2.5,187,D (major pentachord),2,5
2.75,187,D (major triad),2,3
3.0,187,D (major-ninth chord),2,5
3.25,187,D (major triad),2,3
3.5,187,D (major pentachord),2,5
3.75,187,D (major triad),2,3
0.0,188,E (lydian tetrachord),4,4
0.25,188,A (Kumoi pentachord),9,5
0.5,188,E (minor seventh chord),4,4
0.75,188,C# (minor-second diminished tetrachord),1,4
1.0,188,E (lydian tetrachord),4,4
1.25,188,C# (minor-second diminished tetrachord),1,4
1.5,188,D (Major Third with octave doublings),2,2
1.75,188,E (lydian tetrachord),4,4
2.0,188,D (major triad),2,3
2.25,188,D (major triad),2,3
2.5,188,E (lydian tetrachord),4,4
2.75,188,D (Major Third with octave doublings),2,2
3.0,188,C# (minor tetramirror),1,4
3.25,188,B (minor triad),11,3
3.5,188,E (minor seventh chord),4,4
3.75,188,B (minor seventh chord),11,4
0.0,189,G (locrian hexachord),7,6
0.25,189,D (Kumoi pentachord),2,5
0.5,189,G (locrian hexachord),7,6
0.75,189,D (dominant-eleventh),2,6
1.0,189,D (dominant seventh chord),2,4
1.25,189,D (dominant-eleventh),2,6
1.5,189,G (major-ninth chord),7,5
1.75,189,G (major triad),7,3
2.0,189,G (major triad),7,3
2.25,189,G (major pentachord),7,5
2.5,189,G (major triad),7,3
2.75,189,C (major-ninth chord),0,5
3.0,189,G (major seventh chord),7,4
3.25,189,E (minor seventh chord),4,4
3.5,189,G (major-ninth chord),7,5
3.75,189,G (major triad),7,3
0.0,190,G (major-ninth chord),7,5
0.25,190,G (Hirajoshi pentatonic),7,5
0.5,190,G (major seventh chord),7,4
0.75,190,E (minor-ninth chord),4,5
1.0,190,B (minor triad),11,3
1.25,190,B (dorian pentachord),11,5
1.5,190,E (minor seventh chord),4,4
1.75,190,E (minor seventh chord),4,4
2.0,190,A (dominant seventh chord),9,4
2.25,190,F# (minor seventh chord),6,4
2.5,190,A (dominant seventh chord),9,4
2.75,190,A (major triad),9,3
3.0,190,E (perfect-fourth minor tetrachord),4,4
3.25,190,A (dominant seventh chord),9,4
3.5,190,F# (minor triad),6,3
3.75,190,F# (minor triad),6,3
0.0,191,D (major pentachord),2,5
0.25,191,D (major pentachord),2,5
0.5,191,E (quartal tetramirror),4,4
0.75,191,E (major pentatonic),4,5
1.0,191,A (Kumoi pentachord),9,5
1.25,191,E (quartal tetramirror),4,4
1.5,191,D (whole-tone trichord),2,3
1.75,191,D (Major Third with octave doublings),2,2
2.0,191,D (major triad),2,3
2.25,191,B (minor seventh chord),11,4
2.5,191,D (major seventh chord),2,4
2.75,191,D (major triad),2,3
3.0,191,D (quartal trichord),2,3
3.25,191,D (major triad),2,3
3.5,191,G (incomplete major-seventh chord),7,3
3.75,191,D (major triad),2,3
0.0,192,G (major-ninth chord),7,5
0.25,192,G (Hirajoshi pentatonic),7,5
0.5,192,G (major seventh chord),7,4
0.75,192,E (minor-ninth chord),4,5
1.0,192,B (minor triad),11,3
1.25,192,E (minor-ninth chord),4,5
1.5,192,E (major pentatonic),4,5
1.75,192,E (minor seventh chord),4,4
2.0,192,A (dominant seventh chord),9,4
2.25,192,F# (minor seventh chord),6,4
2.5,192,A (dominant seventh chord),9,4
2.75,192,A (major triad),9,3
3.0,192,A (major-second major tetrachord),9,4
3.25,192,A (dominant seventh chord),9,4
3.5,192,A (perfect-fourth major tetrachord),9,4
3.75,192,A (major triad),9,3
0.0,193,C# (diminished seventh chord),1,4
0.25,193,C# (diminished minor-ninth chord),1,5
0.5,193,C# (diminished seventh chord),1,4
0.75,193,C# (flat-ninth pentachord),1,5
1.0,193,C# (diminished triad),1,3
1.25,193,C# (locrian pentachord),1,5
1.5,193,C# (enharmonic to dominant seventh chord),1,4
1.75,193,B- (enharmonic equivalent to major triad),10,3
2.0,193,B (minor triad),11,3
2.25,193,B (major-second minor tetrachord),11,4
2.5,193,B (minor triad),11,3
2.75,193,B (perfect-fourth minor tetrachord),11,4
3.0,193,D (Minor Sixth with octave doublings),2,2
3.25,193,G (incomplete major-seventh chord),7,3
3.5,193,B (minor seventh chord),11,4
3.75,193,B (minor triad),11,3
0.0,194,F# (diminished seventh chord),6,4
0.25,194,F# (diminished seventh chord),6,4
0.5,194,F# (diminished seventh chord),6,4
0.75,194,F# (diminished seventh chord),6,4
1.0,194,F# (diminished triad),6,3
1.25,194,F# (enharmonic equivalent to diminished triad),6,3
1.5,194,C (enharmonic to dominant seventh chord),0,4
1.75,194,F# (harmonic minor tetrachord),6,4
2.0,194,F (enharmonic equivalent to major triad),5,3
2.25,194,F (enharmonic equivalent to major triad),5,3
2.5,194,F (enharmonic equivalent to major triad),5,3
2.75,194,F (enharmonic equivalent to major triad),5,3
3.0,194,F (enharmonic equivalent to major triad),5,3
3.25,194,G# (Augmented Second with octave doublings),8,2
3.5,194,F (enharmonic equivalent to major triad),5,3
3.75,194,F (enharmonic equivalent to major triad),5,3
0.0,195,C# (diminished minor-ninth chord),1,5
0.25,195,C# (half-diminished seventh chord),1,4
0.5,195,C# (half-diminished seventh chord),1,4
0.75,195,C# (diminished minor-ninth chord),1,5
1.0,195,C# (diminished minor-ninth chord),1,5
1.25,195,E (minor-diminished tetrachord),4,4
1.5,195,C# (diminished seventh chord),1,4
1.75,195,C# (diminished seventh chord),1,4
2.0,195,B (major-second minor tetrachord),11,4
2.25,195,B (major-second minor tetrachord),11,4
2.5,195,B (major-second minor tetrachord),11,4
2.75,195,B (major-second minor tetrachord),11,4
3.0,195,B (quartal trichord),11,3
3.25,195,F# (perfect-fourth minor tetrachord),6,4
3.5,195,E- (enharmonic equivalent to major triad),3,3
3.75,195,E- (enharmonic equivalent to major triad),3,3
0.0,196,E (dominant seventh chord),4,4
0.25,196,C# (minor-diminished ninth chord),1,5
0.5,196,E (dominant seventh chord),4,4
0.75,196,E (dominant seventh chord),4,4
1.0,196,C# (tritone-fourth),1,3
1.25,196,G# (Diminished Fifth with octave doublings),8,2
1.5,196,F (enharmonic equivalent to major triad),5,3
1.75,196,F (enharmonic equivalent to major triad),5,3
2.0,196,F# (minor seventh chord),6,4
2.25,196,D (major-ninth chord),2,5
2.5,196,F# (minor seventh chord),6,4
2.75,196,F# (minor seventh chord),6,4
3.0,196,D (major-second major tetrachord),2,4
3.25,196,D (major-second major tetrachord),2,4
3.5,196,D (major triad),2,3
3.75,196,D (major triad),2,3
0.0,197,E (dominant-ninth),4,5
0.25,197,E (dominant-ninth),4,5
0.5,197,E (dominant-ninth),4,5
0.75,197,E (dominant-ninth),4,5
1.0,197,B (perfect-fourth minor tetrachord),11,4
1.25,197,B (perfect-fourth minor tetrachord),11,4
1.5,197,E (dominant seventh chord),4,4
1.75,197,E (dominant seventh chord),4,4
2.0,197,E (dominant seventh chord),4,4
2.25,197,E (dominant seventh chord),4,4
2.5,197,E (dominant seventh chord),4,4
2.75,197,E (dominant seventh chord),4,4
3.0,197,E (incomplete dominant-seventh chord),4,3
3.25,197,E (quartal trichord),4,3
3.5,197,E (dominant seventh chord),4,4
3.75,197,E (dominant seventh chord),4,4
0.0,198,E (dominant-ninth),4,5
0.25,198,E (dominant-ninth),4,5
0.5,198,E (dominant-ninth),4,5
0.75,198,E (dominant-ninth),4,5
1.0,198,B (perfect-fourth minor tetrachord),11,4
1.25,198,B (perfect-fourth minor tetrachord),11,4
1.5,198,E (dominant seventh chord),4,4
1.75,198,E (dominant seventh chord),4,4
2.0,198,E (dominant seventh chord),4,4
2.25,198,E (dominant seventh chord),4,4
2.5,198,E (incomplete dominant-seventh chord),4,3
2.75,198,E (dominant seventh chord),4,4
3.0,198,E (Perfect Fourth with octave doublings),4,2
3.25,198,E (quartal trichord),4,3
3.5,198,E (incomplete dominant-seventh chord),4,3
3.75,198,E (dominant seventh chord),4,4
0.0,199,A (major triad),9,3
0.25,199,A (major triad),9,3
0.5,199,A (perfect-fourth major tetrachord),9,4
0.75,199,A (major triad),9,3
1.0,199,A (major-second major tetrachord),9,4
1.25,199,A (major-second major tetrachord),9,4
1.5,199,A (major pentachord),9,5
1.75,199,A (dominant seventh chord),9,4
2.0,199,D (major triad),2,3
2.25,199,D (major triad),2,3
2.5,199,D (perfect-fourth major tetrachord),2,4
2.75,199,D (major triad),2,3
3.0,199,B (minor seventh chord),11,4
3.25,199,B (minor seventh chord),11,4
3.5,199,D (major-ninth chord),2,5
3.75,199,B (minor seventh chord),11,4
0.0,200,A (major triad),9,3
0.25,200,A (major triad),9,3
0.5,200,F# (major pentatonic),6,5
0.75,200,A (major seventh chord),9,4
